Data,bid,ask,price,usd/brl,
1479401218849080, 1.06533, 1.06547, 1.0654, 3.4005, 
1479401221682791, 1.06531, 1.06546, 1.065385, 3.4005, 
1479401224286539, 1.06529, 1.06544, 1.065365, 3.4005, 
1479401226460826, 1.06534, 1.06548, 1.06541, 3.4005, 
1479401228811722, 1.06537, 1.06551, 1.06544, 3.4005, 
1479401231249135, 1.06533, 1.06547, 1.0654, 3.4005, 
1479401233069987, 1.06536, 1.06549, 1.065425, 3.4005, 
1479401236364262, 1.06529, 1.06548, 1.065385, 3.4005, 
1479401237986570, 1.06531, 1.06544, 1.065375, 3.4005, 
1479401241178990, 1.06531, 1.06543, 1.0653700000000002, 3.4005, 
1479401243093275, 1.06531, 1.06542, 1.065365, 3.4005, 
1479401249926896, 1.06524, 1.06537, 1.065305, 3.4005, 
1479401250791826, 1.06518, 1.06533, 1.065255, 3.4005, 
1479401254129207, 1.06514, 1.06528, 1.06521, 3.4005, 
1479401256769595, 1.06518, 1.06533, 1.065255, 3.4005, 
1479401259633934, 1.06523, 1.06535, 1.06529, 3.4005, 
1479401260431296, 1.06522, 1.06536, 1.06529, 3.4005, 
1479401274656040, 1.06519, 1.06533, 1.06526, 3.4005, 
1479401276767983, 1.06527, 1.0654, 1.065335, 3.4005, 
1479401278191894, 1.06529, 1.06542, 1.065355, 3.4005, 
1479401285757149, 1.06531, 1.06545, 1.06538, 3.4005, 
1479401291140988, 1.06529, 1.06541, 1.06535, 3.4005, 
1479401292789632, 1.06531, 1.06543, 1.0653700000000002, 3.4005, 
1479401296488603, 1.0654, 1.06553, 1.065465, 3.4005, 
1479401298976122, 1.06539, 1.06552, 1.065455, 3.4005, 
1479401300065294, 1.0654, 1.06553, 1.065465, 3.4005, 
1479401318540124, 1.06545, 1.06558, 1.065515, 3.4005, 
1479401319814652, 1.06547, 1.0656, 1.0655350000000001, 3.4005, 
1479401325361881, 1.06547, 1.06559, 1.0655299999999999, 3.4005, 
1479401328800308, 1.06537, 1.0655, 1.065435, 3.4005, 
1479401329811295, 1.06531, 1.06546, 1.065385, 3.4005, 
1479401336691402, 1.06531, 1.06544, 1.065375, 3.4005, 
1479401343247032, 1.06532, 1.06543, 1.065375, 3.4005, 
1479401346291893, 1.06535, 1.06548, 1.065415, 3.4005, 
1479401348091689, 1.06538, 1.06551, 1.065445, 3.4005, 
1479401352188865, 1.06535, 1.06547, 1.06541, 3.4005, 
1479401358680421, 1.06532, 1.06545, 1.065385, 3.4005, 
1479401363105977, 1.06535, 1.06546, 1.0654050000000002, 3.4005, 
1479401373663657, 1.06531, 1.06542, 1.065365, 3.4005, 
1479401380167421, 1.06532, 1.06543, 1.065375, 3.4005, 
1479401384907482, 1.06528, 1.06541, 1.065345, 3.4005, 
1479401388392122, 1.06531, 1.06545, 1.06538, 3.4005, 
1479401397903889, 1.06535, 1.06548, 1.065415, 3.4005, 
1479401401681690, 1.06535, 1.06547, 1.06541, 3.4005, 
1479401415260283, 1.06528, 1.0654, 1.06534, 3.4005, 
1479401417077964, 1.0652, 1.06534, 1.06527, 3.4005, 
1479401420239003, 1.06521, 1.06536, 1.065285, 3.4005, 
1479401423280835, 1.06519, 1.06532, 1.065255, 3.4005, 
1479401424721101, 1.06522, 1.06535, 1.065285, 3.4005, 
1479401429939884, 1.06524, 1.06538, 1.06531, 3.4005, 
1479401432042526, 1.06521, 1.06533, 1.06527, 3.4005, 
1479401435017487, 1.06521, 1.06534, 1.065275, 3.4005, 
1479401437172224, 1.06522, 1.06536, 1.06529, 3.4005, 
1479401445517374, 1.06525, 1.06539, 1.06532, 3.4005, 
1479401450350253, 1.06524, 1.06538, 1.06531, 3.4005, 
1479401451666645, 1.06521, 1.06534, 1.065275, 3.4005, 
1479401467506787, 1.06525, 1.06536, 1.065305, 3.4005, 
1479401473765333, 1.06524, 1.06538, 1.06531, 3.4005, 
1479401488795289, 1.06522, 1.06533, 1.0652750000000002, 3.4005, 
1479401507937247, 1.06527, 1.06541, 1.06534, 3.4005, 
1479401512063819, 1.06529, 1.06543, 1.06536, 3.4005, 
1479401513925738, 1.06533, 1.06544, 1.065385, 3.4005, 
1479401518663951, 1.06522, 1.06536, 1.06529, 3.4005, 
1479401536509359, 1.06522, 1.06535, 1.065285, 3.4005, 
1479401538779041, 1.06524, 1.06538, 1.06531, 3.4005, 
1479401547282106, 1.06528, 1.06542, 1.06535, 3.4005, 
1479401548986619, 1.06528, 1.06541, 1.065345, 3.4005, 
1479401553996769, 1.06532, 1.06544, 1.06538, 3.4005, 
1479401563177844, 1.06528, 1.06541, 1.065345, 3.4005, 
1479401573681766, 1.06527, 1.06541, 1.06534, 3.4005, 
1479401575245434, 1.0653, 1.06543, 1.065365, 3.4005, 
1479401578876493, 1.06526, 1.06539, 1.065325, 3.4005, 
1479401580450793, 1.06529, 1.06543, 1.06536, 3.4005, 
1479401584363676, 1.06532, 1.06546, 1.06539, 3.4005, 
1479401615743454, 1.06537, 1.06551, 1.06544, 3.4005, 
1479401618913187, 1.06542, 1.06554, 1.06548, 3.4005, 
1479401620287216, 1.06537, 1.06549, 1.06543, 3.4005, 
1479401625797423, 1.06541, 1.06553, 1.06547, 3.4005, 
1479401628972202, 1.06534, 1.06546, 1.0654, 3.4005, 
1479401629383247, 1.06536, 1.0655, 1.06543, 3.4005, 
1479401643899078, 1.06544, 1.06557, 1.065505, 3.4005, 
1479401646652783, 1.06542, 1.06556, 1.06549, 3.4005, 
1479401648206463, 1.06539, 1.0655, 1.065445, 3.4005, 
1479401653060717, 1.06531, 1.06546, 1.065385, 3.4005, 
1479401656855820, 1.06534, 1.06547, 1.065405, 3.4005, 
1479401658908943, 1.06531, 1.06542, 1.065365, 3.4005, 
1479401660569935, 1.06536, 1.0655, 1.06543, 3.4005, 
1479401666242605, 1.06538, 1.06551, 1.065445, 3.4005, 
1479401667166539, 1.06533, 1.06546, 1.065395, 3.4005, 
1479401668998757, 1.06531, 1.06543, 1.0653700000000002, 3.4005, 
1479401702003021, 1.06533, 1.06546, 1.065395, 3.4042, 
1479401706657196, 1.06548, 1.06559, 1.0655350000000001, 3.4042, 
1479401709782586, 1.06546, 1.06561, 1.0655350000000001, 3.4042, 
1479401714474333, 1.06544, 1.06558, 1.06551, 3.4042, 
1479401723127659, 1.06538, 1.0655, 1.06544, 3.4042, 
1479401725740984, 1.06537, 1.06547, 1.06542, 3.4042, 
1479401735053262, 1.06531, 1.06549, 1.0654, 3.4042, 
1479401737363809, 1.06531, 1.06544, 1.065375, 3.4042, 
1479401738210813, 1.06527, 1.06539, 1.0653299999999999, 3.4042, 
1479401740881068, 1.0653, 1.06542, 1.06536, 3.4042, 
1479401744791476, 1.06525, 1.06538, 1.065315, 3.4042, 
1479401750909934, 1.06524, 1.06535, 1.0652949999999999, 3.4042, 
1479401754695537, 1.06526, 1.0654, 1.0653299999999999, 3.4042, 
1479401757252583, 1.06519, 1.06532, 1.065255, 3.4042, 
1479401762227198, 1.06523, 1.06535, 1.06529, 3.4042, 
1479401765413422, 1.06523, 1.06534, 1.0652849999999998, 3.4042, 
1479401774508959, 1.06521, 1.06533, 1.06527, 3.4042, 
1479401777885069, 1.06517, 1.0653, 1.065235, 3.4042, 
1479401788142792, 1.06515, 1.06529, 1.06522, 3.4042, 
1479401793222419, 1.06518, 1.06531, 1.065245, 3.4042, 
1479401799508530, 1.06516, 1.06527, 1.065215, 3.4042, 
1479401801549537, 1.06519, 1.06531, 1.06525, 3.4042, 
1479401802507935, 1.06516, 1.06529, 1.065225, 3.4042, 
1479401809383513, 1.06518, 1.06532, 1.06525, 3.4042, 
1479401812854673, 1.06521, 1.06535, 1.06528, 3.4042, 
1479401815551856, 1.06529, 1.06542, 1.065355, 3.4042, 
1479401818373072, 1.06532, 1.06546, 1.06539, 3.4042, 
1479401820621066, 1.06541, 1.06553, 1.06547, 3.4042, 
1479401823466665, 1.06536, 1.0655, 1.06543, 3.4042, 
1479401826550697, 1.06526, 1.0654, 1.0653299999999999, 3.4042, 
1479401834076601, 1.06528, 1.06542, 1.06535, 3.4042, 
1479401843548769, 1.06524, 1.06537, 1.065305, 3.4042, 
1479401843798860, 1.0652, 1.06532, 1.0652599999999999, 3.4042, 
1479401849964827, 1.06522, 1.06533, 1.0652750000000002, 3.4042, 
1479401858714975, 1.06519, 1.06531, 1.06525, 3.4042, 
1479401877407799, 1.06516, 1.06529, 1.065225, 3.4042, 
1479401887160092, 1.0652, 1.06532, 1.0652599999999999, 3.4042, 
1479401889743952, 1.06519, 1.06529, 1.0652400000000002, 3.4042, 
1479401892018573, 1.06517, 1.0653, 1.065235, 3.4042, 
1479401907586520, 1.06523, 1.06537, 1.0653, 3.4042, 
1479401908629852, 1.0653, 1.06542, 1.06536, 3.4042, 
1479401910622235, 1.06533, 1.06547, 1.0654, 3.4042, 
1479401914681972, 1.06539, 1.06552, 1.065455, 3.4042, 
1479401919319260, 1.06547, 1.06559, 1.0655299999999999, 3.4042, 
1479401921970463, 1.06545, 1.06557, 1.06551, 3.4042, 
1479401923129530, 1.06542, 1.06555, 1.065485, 3.4042, 
1479401924858677, 1.0654, 1.06552, 1.0654599999999999, 3.4042, 
1479401929044166, 1.06543, 1.06555, 1.06549, 3.4042, 
1479401931974152, 1.06543, 1.06553, 1.06548, 3.4042, 
1479401936718897, 1.0654, 1.06553, 1.065465, 3.4042, 
1479401938997742, 1.06547, 1.0656, 1.0655350000000001, 3.4042, 
1479401946198487, 1.06545, 1.06556, 1.065505, 3.4042, 
1479401954811632, 1.06552, 1.06563, 1.065575, 3.4042, 
1479401961004769, 1.06554, 1.06567, 1.065605, 3.4042, 
1479401977015995, 1.06552, 1.06565, 1.065585, 3.4042, 
1479401977906343, 1.06551, 1.06564, 1.065575, 3.4042, 
1479401985924082, 1.06552, 1.06563, 1.065575, 3.4042, 
1479401990931105, 1.0655, 1.06563, 1.0655649999999999, 3.4042, 
1479401995568830, 1.06553, 1.06566, 1.065595, 3.4042, 
1479401996845043, 1.06551, 1.06562, 1.0655649999999999, 3.4042, 
1479402001852322, 1.0655, 1.06564, 1.06557, 3.4042, 
1479402020635338, 1.06544, 1.06558, 1.06551, 3.4042, 
1479402022025410, 1.06546, 1.0656, 1.06553, 3.4042, 
1479402039523129, 1.06544, 1.06558, 1.06551, 3.4042, 
1479402059618611, 1.06542, 1.06555, 1.065485, 3.4042, 
1479402065153297, 1.06546, 1.06559, 1.065525, 3.4042, 
1479402067430617, 1.06543, 1.06558, 1.065505, 3.4042, 
1479402070713604, 1.06546, 1.0656, 1.06553, 3.4042, 
1479402079973870, 1.06544, 1.06556, 1.0655000000000001, 3.4042, 
1479402087114435, 1.06547, 1.06559, 1.0655299999999999, 3.4042, 
1479402093039463, 1.0655, 1.06562, 1.06556, 3.4042, 
1479402103097800, 1.06547, 1.0656, 1.0655350000000001, 3.4042, 
1479402127742327, 1.0655, 1.06562, 1.06556, 3.4042, 
1479402128176727, 1.06553, 1.06565, 1.06559, 3.4042, 
1479402133787682, 1.06548, 1.06561, 1.065545, 3.4042, 
1479402152149152, 1.06544, 1.06558, 1.06551, 3.4042, 
1479402162372407, 1.06549, 1.06563, 1.06556, 3.4042, 
1479402201052430, 1.06547, 1.0656, 1.0655350000000001, 3.4042, 
1479402204136519, 1.0655, 1.06564, 1.06557, 3.4042, 
1479402221522377, 1.06553, 1.06567, 1.0655999999999999, 3.4042, 
1479402238910702, 1.06548, 1.06561, 1.065545, 3.4042, 
1479402271985121, 1.06551, 1.06566, 1.065585, 3.4042, 
1479402276084101, 1.06554, 1.06569, 1.065615, 3.4042, 
1479402288019933, 1.06552, 1.06567, 1.065595, 3.4042, 
1479402288132610, 1.06552, 1.06565, 1.065585, 3.4042, 
1479402301657719, 1.06546, 1.0656, 1.06553, 3.4147, 
1479402308992340, 1.06544, 1.06558, 1.06551, 3.4147, 
1479402330828986, 1.06543, 1.06554, 1.065485, 3.4147, 
1479402334410473, 1.06539, 1.06553, 1.06546, 3.4147, 
1479402339165230, 1.06542, 1.06556, 1.06549, 3.4147, 
1479402341669360, 1.06546, 1.06559, 1.065525, 3.4147, 
1479402344060194, 1.06545, 1.06559, 1.06552, 3.4147, 
1479402346573573, 1.06542, 1.06555, 1.065485, 3.4147, 
1479402358963123, 1.06539, 1.06551, 1.06545, 3.4147, 
1479402368277432, 1.06543, 1.06557, 1.0655000000000001, 3.4147, 
1479402372292440, 1.0654, 1.06554, 1.06547, 3.4147, 
1479402390181911, 1.06543, 1.06555, 1.06549, 3.4147, 
1479402394159456, 1.06555, 1.06569, 1.06562, 3.4147, 
1479402395267990, 1.06558, 1.06572, 1.06565, 3.4147, 
1479402401096942, 1.06554, 1.06567, 1.065605, 3.4147, 
1479402410441084, 1.06548, 1.06562, 1.06555, 3.4147, 
1479402421129232, 1.06552, 1.06567, 1.065595, 3.4147, 
1479402426692746, 1.06557, 1.06569, 1.06563, 3.4147, 
1479402432431948, 1.06554, 1.06567, 1.065605, 3.4147, 
1479402434435982, 1.06552, 1.06564, 1.06558, 3.4147, 
1479402437588045, 1.06549, 1.06561, 1.06555, 3.4147, 
1479402439796127, 1.06554, 1.06565, 1.065595, 3.4147, 
1479402442580294, 1.06547, 1.06559, 1.0655299999999999, 3.4147, 
1479402445051668, 1.0655, 1.0656, 1.06555, 3.4147, 
1479402449015652, 1.06553, 1.06564, 1.065585, 3.4147, 
1479402452070982, 1.06551, 1.06564, 1.065575, 3.4147, 
1479402452885218, 1.06553, 1.06568, 1.0656050000000001, 3.4147, 
1479402455989185, 1.06557, 1.06571, 1.06564, 3.4147, 
1479402459956757, 1.06552, 1.06568, 1.0655999999999999, 3.4147, 
1479402468059344, 1.06554, 1.0657, 1.06562, 3.4147, 
1479402468315338, 1.06556, 1.06569, 1.065625, 3.4147, 
1479402489734297, 1.06559, 1.06572, 1.065655, 3.4147, 
1479402496967418, 1.06552, 1.06566, 1.06559, 3.4147, 
1479402497836812, 1.06554, 1.06568, 1.06561, 3.4147, 
1479402506236647, 1.06551, 1.06564, 1.065575, 3.4147, 
1479402511047528, 1.0655, 1.06565, 1.065575, 3.4147, 
1479402535691919, 1.06552, 1.06565, 1.065585, 3.4147, 
1479402547063201, 1.06543, 1.06559, 1.0655100000000002, 3.4147, 
1479402558767892, 1.06548, 1.06561, 1.065545, 3.4147, 
1479402562302011, 1.06544, 1.06559, 1.065515, 3.4147, 
1479402569676131, 1.06547, 1.06562, 1.065545, 3.4147, 
1479402587005846, 1.06549, 1.06561, 1.06555, 3.4147, 
1479402602847628, 1.06552, 1.06565, 1.065585, 3.4147, 
1479402616802792, 1.06555, 1.06569, 1.06562, 3.4147, 
1479402622134134, 1.06555, 1.06568, 1.065615, 3.4147, 
1479402631826474, 1.06553, 1.06566, 1.065595, 3.4147, 
1479402645318655, 1.06556, 1.06569, 1.065625, 3.4147, 
1479402647547462, 1.06554, 1.06567, 1.065605, 3.4147, 
1479402653008204, 1.0655, 1.06565, 1.065575, 3.4147, 
1479402663022549, 1.06555, 1.06569, 1.06562, 3.4147, 
1479402672615728, 1.06553, 1.06566, 1.065595, 3.4147, 
1479402673386795, 1.06554, 1.06568, 1.06561, 3.4147, 
1479402675703257, 1.06555, 1.06568, 1.065615, 3.4147, 
1479402682841325, 1.06552, 1.06566, 1.06559, 3.4147, 
1479402692587669, 1.06549, 1.06563, 1.06556, 3.4147, 
1479402702194649, 1.06546, 1.0656, 1.06553, 3.4147, 
1479402715714283, 1.06543, 1.06557, 1.0655000000000001, 3.4147, 
1479402718372544, 1.06546, 1.06559, 1.065525, 3.4147, 
1479402744639106, 1.06549, 1.06563, 1.06556, 3.4147, 
1479402754200889, 1.06553, 1.06567, 1.0655999999999999, 3.4147, 
1479402761186031, 1.06549, 1.06565, 1.0655700000000001, 3.4147, 
1479402770888659, 1.06547, 1.06561, 1.06554, 3.4147, 
1479402794518327, 1.06543, 1.06557, 1.0655000000000001, 3.4147, 
1479402804559692, 1.06539, 1.06552, 1.065455, 3.4147, 
1479402805014781, 1.06542, 1.06554, 1.06548, 3.4147, 
1479402814099292, 1.06535, 1.0655, 1.0654249999999998, 3.4147, 
1479402815650113, 1.06533, 1.06548, 1.0654050000000002, 3.4147, 
1479402827807277, 1.06537, 1.0655, 1.065435, 3.4147, 
1479402852477232, 1.06541, 1.06556, 1.065485, 3.4147, 
1479402864180195, 1.06545, 1.06559, 1.06552, 3.4147, 
1479402866686939, 1.06548, 1.06563, 1.065555, 3.4147, 
1479402873046911, 1.06552, 1.06566, 1.06559, 3.4147, 
1479402877061840, 1.06547, 1.06561, 1.06554, 3.4147, 
1479402896461148, 1.06553, 1.06567, 1.0655999999999999, 3.4147, 
1479402901970199, 1.0655, 1.06565, 1.065575, 3.4146, 
1479402903455728, 1.06548, 1.06561, 1.065545, 3.4146, 
1479402920435054, 1.06552, 1.06565, 1.065585, 3.4146, 
1479402922026748, 1.06548, 1.06562, 1.06555, 3.4146, 
1479402934011656, 1.06542, 1.06556, 1.06549, 3.4146, 
1479402938404959, 1.06541, 1.06554, 1.065475, 3.4146, 
1479402942572696, 1.06543, 1.06556, 1.065495, 3.4146, 
1479402953906855, 1.06546, 1.0656, 1.06553, 3.4146, 
1479402957450681, 1.0655, 1.06563, 1.0655649999999999, 3.4146, 
1479402959872235, 1.06553, 1.06566, 1.065595, 3.4146, 
1479402962530729, 1.06551, 1.06564, 1.065575, 3.4146, 
1479402975254296, 1.06554, 1.06568, 1.06561, 3.4146, 
1479402979827155, 1.06549, 1.06562, 1.065555, 3.4146, 
1479402982530105, 1.06554, 1.06569, 1.065615, 3.4146, 
1479402984077686, 1.06557, 1.06571, 1.06564, 3.4146, 
1479402989586892, 1.06559, 1.06573, 1.06566, 3.4146, 
1479402992349759, 1.06554, 1.06568, 1.06561, 3.4146, 
1479402994411295, 1.06557, 1.06571, 1.06564, 3.4146, 
1479402999258679, 1.06554, 1.06568, 1.06561, 3.4146, 
1479403004447140, 1.06551, 1.06565, 1.06558, 3.4146, 
1479403025960767, 1.06555, 1.06567, 1.06561, 3.4146, 
1479403029905943, 1.06558, 1.0657, 1.0656400000000001, 3.4146, 
1479403033865885, 1.06556, 1.06569, 1.065625, 3.4146, 
1479403044114094, 1.06551, 1.06565, 1.06558, 3.4146, 
1479403047235891, 1.0655, 1.06563, 1.0655649999999999, 3.4146, 
1479403047757934, 1.06552, 1.06567, 1.065595, 3.4146, 
1479403049890912, 1.06551, 1.06564, 1.065575, 3.4146, 
1479403064916187, 1.06546, 1.06563, 1.0655450000000002, 3.4146, 
1479403079258566, 1.06546, 1.06559, 1.065525, 3.4146, 
1479403085627328, 1.06551, 1.06564, 1.065575, 3.4146, 
1479403110481978, 1.06557, 1.0657, 1.0656349999999999, 3.4146, 
1479403111584241, 1.06552, 1.06566, 1.06559, 3.4146, 
1479403123164247, 1.0655, 1.06564, 1.06557, 3.4146, 
1479403125751744, 1.06544, 1.0656, 1.06552, 3.4146, 
1479403129037165, 1.06543, 1.06556, 1.065495, 3.4146, 
1479403131673491, 1.06541, 1.06554, 1.065475, 3.4146, 
1479403155250472, 1.06538, 1.06552, 1.06545, 3.4146, 
1479403171688912, 1.06535, 1.06549, 1.06542, 3.4146, 
1479403183338871, 1.0653, 1.06544, 1.06537, 3.4146, 
1479403191134794, 1.06532, 1.06545, 1.065385, 3.4146, 
1479403199283015, 1.06528, 1.06543, 1.065355, 3.4146, 
1479403205282418, 1.06526, 1.06539, 1.065325, 3.4146, 
1479403208910931, 1.06524, 1.06537, 1.065305, 3.4146, 
1479403211847465, 1.0653, 1.06544, 1.06537, 3.4146, 
1479403213649117, 1.06532, 1.06545, 1.065385, 3.4146, 
1479403215701573, 1.0653, 1.06543, 1.065365, 3.4146, 
1479403219077343, 1.0653, 1.06544, 1.06537, 3.4146, 
1479403220191284, 1.06524, 1.0654, 1.0653199999999998, 3.4146, 
1479403223180119, 1.06533, 1.06545, 1.06539, 3.4146, 
1479403224626195, 1.06529, 1.06542, 1.065355, 3.4146, 
1479403230424275, 1.06524, 1.0654, 1.0653199999999998, 3.4146, 
1479403247584578, 1.06526, 1.06542, 1.06534, 3.4146, 
1479403253405840, 1.06524, 1.06538, 1.06531, 3.4146, 
1479403257286227, 1.06527, 1.06542, 1.065345, 3.4146, 
1479403282286559, 1.06523, 1.06538, 1.065305, 3.4146, 
1479403301860563, 1.0652, 1.06533, 1.0652650000000001, 3.4146, 
1479403314086852, 1.06518, 1.06533, 1.065255, 3.4146, 
1479403325446612, 1.06522, 1.06536, 1.06529, 3.4146, 
1479403330171783, 1.0652, 1.06534, 1.06527, 3.4146, 
1479403341051273, 1.06517, 1.06532, 1.065245, 3.4146, 
1479403344583409, 1.06521, 1.06534, 1.065275, 3.4146, 
1479403347468554, 1.06518, 1.06531, 1.065245, 3.4146, 
1479403348521965, 1.06524, 1.06538, 1.06531, 3.4146, 
1479403363055440, 1.06539, 1.06552, 1.065455, 3.4146, 
1479403369070181, 1.06537, 1.06552, 1.065445, 3.4146, 
1479403374089393, 1.06543, 1.06559, 1.0655100000000002, 3.4146, 
1479403375968836, 1.06546, 1.06559, 1.065525, 3.4146, 
1479403377653840, 1.06545, 1.0656, 1.065525, 3.4146, 
1479403379634051, 1.06549, 1.06564, 1.0655649999999999, 3.4146, 
1479403387996479, 1.06544, 1.06559, 1.065515, 3.4146, 
1479403390006603, 1.06546, 1.06561, 1.0655350000000001, 3.4146, 
1479403393122067, 1.06548, 1.06562, 1.06555, 3.4146, 
1479403396013988, 1.06547, 1.06561, 1.06554, 3.4146, 
1479403415637725, 1.06541, 1.06556, 1.065485, 3.4146, 
1479403424988118, 1.0654, 1.06553, 1.065465, 3.4146, 
1479403434518609, 1.06537, 1.06551, 1.06544, 3.4146, 
1479403442500528, 1.06535, 1.06548, 1.065415, 3.4146, 
1479403461555055, 1.06537, 1.06551, 1.06544, 3.4146, 
1479403480605684, 1.0654, 1.06554, 1.06547, 3.4146, 
1479403485664263, 1.06542, 1.06556, 1.06549, 3.4146, 
1479403488059770, 1.06547, 1.06561, 1.06554, 3.4146, 
1479403491152576, 1.06542, 1.06556, 1.06549, 3.4146, 
1479403491461154, 1.06546, 1.06559, 1.065525, 3.4146, 
1479403520311680, 1.06552, 1.06565, 1.065585,3413, 
1479403520571488, 1.06555, 1.06567, 1.06561,3413, 
1479403524327284, 1.0655, 1.06564, 1.06557,3413, 
1479403525608844, 1.06556, 1.06569, 1.065625,3413, 
1479403533343455, 1.0656, 1.06573, 1.065665,3413, 
1479403539083464, 1.06561, 1.06574, 1.065675,3413, 
1479403540544746, 1.06556, 1.06572, 1.0656400000000001,3413, 
1479403545264556, 1.06554, 1.06568, 1.06561,3413, 
1479403546270008, 1.06555, 1.06567, 1.06561,3413, 
1479403552420320, 1.06562, 1.06576, 1.06569,3413, 
1479403553283503, 1.06559, 1.06573, 1.06566,3413, 
1479403562746619, 1.06561, 1.06575, 1.06568,3413, 
1479403568977150, 1.06565, 1.06579, 1.06572,3413, 
1479403578113697, 1.06572, 1.06586, 1.06579,3413, 
1479403578820065, 1.06566, 1.06578, 1.06572,3413, 
1479403581392371, 1.06561, 1.06576, 1.065685,3413, 
1479403592981055, 1.0656, 1.06572, 1.06566,3413, 
1479403611161062, 1.06559, 1.06573, 1.06566,3413, 
1479403616502742, 1.06548, 1.06563, 1.065555,3413, 
1479403621249667, 1.06545, 1.06558, 1.065515,3413, 
1479403624792034, 1.06551, 1.06563, 1.0655700000000001,3413, 
1479403629006610, 1.06554, 1.06567, 1.065605,3413, 
1479403630669584, 1.06556, 1.06569, 1.065625,3413, 
1479403635038022, 1.06553, 1.06566, 1.065595,3413, 
1479403638648048, 1.06549, 1.06564, 1.0655649999999999,3413, 
1479403651993560, 1.06551, 1.06566, 1.065585,3413, 
1479403655483133, 1.06548, 1.06564, 1.06556,3413, 
1479403663704583, 1.06552, 1.06565, 1.065585,3413, 
1479403668044663, 1.06549, 1.06562, 1.065555,3413, 
1479403674162916, 1.06552, 1.06565, 1.065585,3413, 
1479403676118410, 1.06555, 1.06569, 1.06562,3413, 
1479403690050813, 1.06555, 1.06568, 1.065615,3413, 
1479403751149745, 1.06552, 1.06566, 1.06559,3413, 
1479403766853249, 1.06551, 1.06564, 1.065575,3413, 
1479403789222873, 1.06553, 1.06566, 1.065595,3413, 
1479403791884275, 1.06555, 1.06569, 1.06562,3413, 
1479403796653743, 1.06553, 1.06566, 1.065595,3413, 
1479403798510529, 1.06559, 1.06572, 1.065655,3413, 
1479403800528320, 1.06562, 1.06574, 1.06568,3413, 
1479403808493973, 1.06558, 1.06571, 1.065645,3413, 
1479403813163850, 1.06558, 1.06572, 1.06565,3413, 
1479403818120990, 1.06562, 1.06575, 1.065685,3413, 
1479403826229923, 1.06559, 1.06573, 1.06566,3413, 
1479403829004006, 1.06562, 1.06575, 1.065685,3413, 
1479403832232763, 1.06558, 1.06572, 1.06565,3413, 
1479403841154631, 1.06555, 1.06569, 1.06562,3413, 
1479403841259120, 1.06556, 1.06569, 1.065625,3413, 
1479403854714840, 1.06556, 1.0657, 1.06563,3413, 
1479403860953793, 1.0654, 1.06556, 1.06548,3413, 
1479403864172369, 1.06537, 1.06553, 1.06545,3413, 
1479403882916619, 1.06536, 1.0655, 1.06543,3413, 
1479403885644682, 1.06537, 1.06549, 1.06543,3413, 
1479403889065874, 1.06535, 1.0655, 1.0654249999999998,3413, 
1479403891176922, 1.06539, 1.06552, 1.065455,3413, 
1479403892218767, 1.06536, 1.06548, 1.06542,3413, 
1479403898526768, 1.06532, 1.06547, 1.065395,3413, 
1479403900919134, 1.06528, 1.06542, 1.06535,3413, 
1479403900971298, 1.06526, 1.0654, 1.0653299999999999,3413, 
1479403913746200, 1.06522, 1.06536, 1.06529,3413, 
1479403920238865, 1.06525, 1.06538, 1.065315,3413, 
1479403926224882, 1.06521, 1.06535, 1.06528,3413, 
1479403930460871, 1.06529, 1.06544, 1.065365,3413, 
1479403935644188, 1.06525, 1.06538, 1.065315,3413, 
1479403939777358, 1.06527, 1.06542, 1.065345,3413, 
1479403942527290, 1.06523, 1.06536, 1.0652949999999999,3413, 
1479403952256503, 1.06521, 1.06533, 1.06527,3413, 
1479403970408899, 1.06523, 1.06537, 1.0653,3413, 
1479403979557907, 1.06516, 1.06528, 1.06522,3413, 
1479403985288316, 1.06519, 1.06532, 1.065255,3413, 
1479403989042629, 1.06517, 1.0653, 1.065235,3413, 
1479404003005774, 1.0652, 1.06533, 1.0652650000000001,3413, 
1479404009301884, 1.0652, 1.06534, 1.06527,3413, 
1479404012513569, 1.06521, 1.06534, 1.065275,3413, 
1479404039719599, 1.06525, 1.06537, 1.06531,3413, 
1479404056771403, 1.0652, 1.06532, 1.0652599999999999,3413, 
1479404070956074, 1.0652, 1.06534, 1.06527,3413, 
1479404071690469, 1.06522, 1.06536, 1.06529,3413, 
1479404075421596, 1.0652, 1.06533, 1.0652650000000001,3413, 
1479404091911159, 1.06518, 1.06529, 1.065235,3413, 
1479404098428224, 1.06518, 1.06532, 1.06525,3413, 
1479404098715689, 1.06522, 1.06534, 1.06528,3413, 
1479404102265630, 1.06518, 1.06531, 1.065245, 3.4129, 
1479404110224308, 1.06523, 1.06538, 1.065305, 3.4129, 
1479404120751708, 1.06529, 1.06543, 1.06536, 3.4129, 
1479404126780066, 1.06532, 1.06547, 1.065395, 3.4129, 
1479404141935701, 1.06536, 1.0655, 1.06543, 3.4129, 
1479404145647464, 1.0654, 1.0655, 1.0654499999999998, 3.4129, 
1479404148308458, 1.06532, 1.06543, 1.065375, 3.4129, 
1479404155225658, 1.06531, 1.06544, 1.065375, 3.4129, 
1479404177342436, 1.06526, 1.06538, 1.06532, 3.4129, 
1479404184161297, 1.0653, 1.06542, 1.06536, 3.4129, 
